final_founding,STATE,DISTRICT_NAME,SCHOOL_NAME,vb_school,char_diff,kshetra,pranta,district,locality,loc2,lon,lat,avg_year
2002,Rajasthan,JHALAWAR,"ADARSH VIDYA MANDIR,MISHROLI","ADARSH VIDHYA MANDIR, MISHROLI",0.9333333,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Jhalawar,Mishroli,"Mishroli, Jhalawar, India",75.84758529999999,24.2771589,1995.5333333333333
2010,Rajasthan,JHALAWAR,"ADARSH VIDHYA MANDIR,MOGRA","ADARSH VIDHYA MANDIR, MOGRA",0.962963,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Jhalawar,Mogra,"Mogra, Jhalawar, India",75.9042233,24.3508298,2003.75
1998,Rajasthan,JHALAWAR,"ADRASH VIDHYA MANDIR, DUG","ADARSH VIDHYA MANDIR, PIDAWA",0.7857143,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Jhalawar,Pidawa,"Pidawa, Jhalawar, India",76.0355051,24.1628251,1997.1
2002,Rajasthan,JAISALMER,KARNI VIDHYA MANDIR_POKARAN,"ADARSH VIDHYA MANDIR, POKARAN",0.7931034,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jaisalmer,Pokaran,"Pokaran, Jaisalmer, India",71.9165463,26.9205411,2000.3
2004,Rajasthan,JHALAWAR,ADARSH VIDYA MANDIR KHANPUR,"ADARSH VIDHYA MANDIR, RAIPUR",0.8214286,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Jhalawar,Raypur,"Raypur, Jhalawar, India",76.1725774,24.3540785,1998.6923076923076
1992,Rajasthan,JHALAWAR,ADARSH VIDYA MANDIR BAKANI,"ADARSH VIDHYA MANDIR, RATLAI",0.7857143,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Jhalawar,Ratlai,"Ratlai, Jhalawar, India",76.3000419,24.3658103,1997
1986,Rajasthan,BUNDI,ADRASH VIDHYA MANDIR UPS NAINWA,"ADARSH VIDHYA MANDIR, S S  NAINVA MARG BUNDI",0.6136364,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Bundi,Bundi,"Bundi, Bundi, India",75.6482726,25.4325869,1996
1984,Rajasthan,BARAN,ADARSH VIDYA MANDIR SEC SISWALI,"ADARSH VIDHYA MANDIR, SISWALI",0.8387097,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Baran,Siswali,"Siswali, Baran, India",76.3496473,25.3473764,1984.2222222222222
1995,Rajasthan,JODHPUR,ADARSH VIDHYA MANDIR SOORSAGAR,"ADARSH VIDHYA MANDIR, SORSAGAR",0.9333333,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Jodhpur,"Jodhpur, Jodhpur, India",73.02430939999999,26.2389469,1999
2001,Rajasthan,JHALAWAR,"ADARSH VIDHYA MANDIR,SUNEL","ADARSH VIDHYA MANDIR, SUNEL",0.962963,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Jhalawar,Sunel,"Sunel, Jhalawar, India",75.9582281,24.3715762,1994.4736842105262
2002,Rajasthan,PALI,ADARSH VIDHYA MANDIR TAKHATGRAH,"ADARSH VIDHYA MANDIR, TAKHATGARH",0.9375,Vidya Bharti Rajasthan Kshetra,Jodhpur,Pali,Takhatgarh,"Takhatgarh, Pali, India",73.005292,25.3239743,2003.25
1996,Rajasthan,BHILWARA,ADARSH VIDYA NIKETAN U.P.S. BIGOD,"ADARSH VIDHYA NIKETAN, BIGOD",0.7575758,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Bhilwara,Bigod,"Bigod, Bhilwara, India",75.01000049999999,25.2600623,2003.3076923076924
2010,Rajasthan,BARMER,ADARSH VIDHYA MANDIR SR. SEC. SCHOOL TEJEYAWAS,"ADARSH VIDIYA MANDIR SEN. SEC. SCHOOL, MAJIWALA",0.787234,Vidya Bharti Rajasthan Kshetra,Jodhpur,Barmer,Balotra,"Balotra, Barmer, India",72.24556989999999,25.8302463,1997.5
1982,Rajasthan,ALWAR,ADARSH VIDYA MANDIR UPS RAMGALI ALWAR,ADARSH VIDIYA MANDIR UPPER PRIMARY SCH RAMGALI ALWAR,0.7115385,Vidya Bharti Rajasthan Kshetra,Jaipur,Alwar,ALWAR,"ALWAR, Alwar, India",76.6345735,27.5529907,1990.25
1985,Rajasthan,JALOR,ADARSH VIDHYA MANDIR PS KHARI ROAD BHINMAL,"ADARSH VIDYA  MANDIR BALIKA PRIMARY, BHINMAL",0.6818182,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Bhinmal,"Bhinmal, Jalore, India",72.2624706,25.0085128,1996.125
1988,Rajasthan,JALOR,AADARSH VIDHYA MANDIR BALIKA (PS) JALORE,"ADARSH VIDYA  MANDIR BALIKA PRIMARY, JALORE",0.744186,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Jalore,"Jalore, Jalore, India",72.6253763,25.3444799,1995.625
1985,Rajasthan,JALOR,ADARSH VIDHYA MANDIR PS KHARI ROAD BHINMAL,"ADARSH VIDYA  MANDIR BALIKA SENIER SECONDARY, BHINMAL",0.6037736,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Bhinmal,"Bhinmal, Jalore, India",72.2624706,25.0085128,1995.5
1988,Rajasthan,JALOR,AADARSH VIDHYA MANDIR BALIKA (PS) JALORE,"ADARSH VIDYA  MANDIR BALIKASENIER SECONDARY, JALORE",0.627451,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Jalore,"Jalore, Jalore, India",72.6253763,25.3444799,1994.0714285714287
1988,Rajasthan,JALOR,AADARSH VIDHYA MANDIR BALIKA (PS) JALORE,"ADARSH VIDYA  MANDIR PRIMARY, JALORE",0.7,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Jalore,"Jalore, Jalore, India",72.6253763,25.3444799,1997
2000,Rajasthan,JODHPUR,ADARSH VIDHA MANDIR SEC.BAP,ADARSH VIDYA  MANDIR SEC. MANAI,0.7741935,Vidya Bharti Rajasthan Kshetra,Jaipur,Jodhpur,Manai,"Manai, Jodhpur, India",72.9490094,26.4413797,1997.7142857142858
1988,Rajasthan,JALOR,AADRASH VIDHYA MANDIR SR. SECONDARY SCHOOL JALORE,"ADARSH VIDYA  MANDIR SENIER SECONDARY, JALORE",0.6734694,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Jalore,"Jalore, Jalore, India",72.6253763,25.3444799,1995.5833333333333
1985,Rajasthan,JALOR,ADARSH VIDHYA MANDIR PS KHARI ROAD BHINMAL,"ADARSH VIDYA  MANDIR UPAR PRIMARY, BHINMAL",0.6904762,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Bhinmal,"Bhinmal, Jalore, India",72.2624706,25.0085128,1999.4
2004,Rajasthan,JALOR,ADARSH VIDHYA MANDIR SIYANA,"ADARSH VIDYA  MANDIR, BAGARA",0.75,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Bagara,"Bagara, Jalore, India",72.59737559999999,25.1986177,2003.25
2000,Rajasthan,JALOR,ADARSH VIDYA MANDIR HADECHA,"ADARSH VIDYA  MANDIR, BAGODA",0.75,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Bagoda,"Bagoda, Jalore, India",72.0188156,25.217477,2003
2000,Rajasthan,JALOR,ADARSH VIDYA MANDIR HADECHA,"ADARSH VIDYA  MANDIR, CHANDRAI",0.7333333,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Chandrai,"Chandrai, Jalore, India",72.93941269999999,25.4282461,2003
2004,Rajasthan,JALOR,ADARSH VIDHYA MANDIR SIYANA,"ADARSH VIDYA  MANDIR, CHITALWANA",0.71875,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Chitalwana,"Chitalwana, Jalore, India",71.659919,24.9093956,2003.25
2000,Rajasthan,JALOR,ADARSH VIDYA MANDIR PS BHINMAL,"ADARSH VIDYA  MANDIR, GUDABALOTAN",0.6666667,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Gudabalotan,"Gudabalotan, Jalore, India",72.86779419999999,25.3386463,2002.9
1999,Rajasthan,JALOR,AADARSH VIDYA MANDIR JASWANTPURA,"ADARSH VIDYA  MANDIR, JASVANTPURA",0.8787879,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Jasvantpura,"Jasvantpura, Jalore, India",72.4598398,24.8019253,2003.5714285714287
2004,Rajasthan,JALOR,ADARSH VIDHYA MANDIR SIYANA,"ADARSH VIDYA  MANDIR, JIVANA",0.8214286,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Jivana,"Jivana, Jalore, India",72.1562971,25.3704252,2003.25
1985,Rajasthan,JALOR,ADARSH VIDHYA MANDIR PS KHARI ROAD BHINMAL,"ADARSH VIDYA  MANDIR, KHARIROAD BHINMAL",0.8571429,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Bhinmal,"Bhinmal, Jalore, India",72.2624706,25.0085128,1998.4444444444443
2000,Rajasthan,JALOR,ADARSH VIDYA MANDIR HADECHA,"ADARSH VIDYA  MANDIR, MADOPURA AHORE",0.6388889,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Ahore,"Ahore, Jalore, India",72.7776873,25.3723379,2003
2004,Rajasthan,JALOR,ADARSH VIDHYA MANDIR SIYANA,"ADARSH VIDYA  MANDIR, MADYAMIK RANIVADA",0.5897436,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Raniwada,"Raniwada, Jalore, India",72.2052874,24.7509966,2003.1764705882354
1990,Rajasthan,JALOR,ADARSH VIDHYA MANDIR SECONDARY SCHOOL SANCHORE,"ADARSH VIDYA  MANDIR, MADYAMIK SANCHORE",0.6304348,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Sanchore,"Sanchore, Jalore, India",71.7762183,24.7517368,1997.8
2000,Rajasthan,JALOR,ADARSH VIDYA MANDIR HADECHA,"ADARSH VIDYA  MANDIR, MALVADA",0.7586207,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Malawana,"Malawana, Jalore, India",72.6253763,25.3444799,2003.909090909091
2009,Rajasthan,JALOR,ADARSH VIDYA MANDIR PS HADECHA,"ADARSH VIDYA  MANDIR, PRIMARY AHORE",0.6571429,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Ahore,"Ahore, Jalore, India",72.7776873,25.3723379,2001.9285714285713
2004,Rajasthan,JALOR,ADARSH VIDHYA MANDIR SIYANA,"ADARSH VIDYA  MANDIR, PRIMARY RANIVADA",0.6315789,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Raniwada,"Raniwada, Jalore, India",72.2052874,24.7509966,2002.8666666666666
2005,Rajasthan,JALOR,ADARSH VIDHYA MANDIR (PS) RAJENDRA GURU NAGAR JALORE,"ADARSH VIDYA  MANDIR, RAJENDRAGURU NAGAR JALORE",0.8461538,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Jalore,"Jalore, Jalore, India",72.6253763,25.3444799,1994.4375
2004,Rajasthan,JALOR,ADARSH VIDYA MANDIR RAMSEEN,"ADARSH VIDYA  MANDIR, RAMSIN",0.8571429,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Ramsin,"Ramsin, Jalore, India",72.5528313,25.0050437,1999.4
2005,Rajasthan,JALOR,ADARASH VIDHYA MANDIR SARVANA,"ADARSH VIDYA  MANDIR, SARVANA",0.862069,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Sarvana,"Sarvana, Jalore, India",72.6253763,25.3444799,2003.8333333333333
2004,Rajasthan,JALOR,ADARSH VIDHYA MANDIR SIYANA,"ADARSH VIDYA  MANDIR, SAYALA",0.8214286,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Sayala,"Sayala, Jalore, India",72.36314209999999,25.3240504,2003.8333333333333
2004,Rajasthan,JALOR,ADARSH VIDHYA MANDIR SIYANA,"ADARSH VIDYA  MANDIR, SIYANA",0.8928571,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Siyana,"Siyana, Jalore, India",72.6816769,25.1413681,2004.5
1994,Rajasthan,BIKANER,"ADARSH VIDYA MANDIR UPS, NAPASAR","ADARSH VIDYA MANADIR  NAPASAR, BIKANER",0.6842105,Vidya Bharti Rajasthan Kshetra,Jodhpur,Bikaner,Bikaner,"Bikaner, Bikaner, India",73.3119159,28.0229348,2002.5714285714287
1997,Rajasthan,BIKANER,"ADARSH VIDYA MANDIR SR.SEC., NOKHA","ADARSH VIDYA MANDIIR,  PRATHMIK NOKHA",0.7297297,Vidya Bharti Rajasthan Kshetra,Jodhpur,Bikaner,Nokha,"Nokha, Bikaner, India",73.47318709999999,27.5562169,2001.857142857143
2014,Rajasthan,CHITTAURGARH,ADARSH BAL VIHAR SCHOOL BEGUN,"ADARSH VIDYA MANDIR  PRIMIRY SCHOOL, BEGUN",0.5714286,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Chittorgarh,Chittodgadh,"Chittodgadh, Chittorgarh, India",74.6229699,24.8829177,2001.3333333333333
2001,Rajasthan,ALWAR,ADRSH VIDHYA MANDIR ALAMPUR,ADARSH VIDYA MANDIR BAHADURPUR,0.7666667,Vidya Bharti Rajasthan Kshetra,Jaipur,Alwar,Alwar,"Alwar, Alwar, India",76.6345735,27.5529907,2000.3478260869565
2012,Rajasthan,AJMER,ADARSH VIDYA MANDIR CHHAWANI BEAWAR,"ADARSH VIDYA MANDIR BALIKA MADHYAMIK, UDAIPUR ROAD BAWAR",0.5,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Ajmer,Bawar,"Bawar, Ajmer, India",74.31990379999999,26.104585,1994.0526315789473
1974,Rajasthan,KOTA,ADARSH VIDHYA MANDIR SR. SEC. KANSUA,ADARSH VIDYA MANDIR BALIKA SEC. RAMGANGMANDI,0.6363636,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Kota,Ramgangmandi,"Ramgangmandi, Kota, India",75.94342089999999,24.6495542,1984.8333333333333
1995,Rajasthan,SIROHI,ADARSH VIDYA MANDIR (SS) SHANKAR VI,ADARSH VIDYA MANDIR BALIKA SEC. SCHOOL,0.5789474,Vidya Bharti Rajasthan Kshetra,Jodhpur,Sirohi,SIROHI,"SIROHI, Sirohi, India",72.8574558,24.8851548,2006.375
2001,Rajasthan,NAGAUR,ADARSH VIDYA MANDIR - SEC. SCHOOL,ADARSH VIDYA MANDIR BALIKA SR. SEC. SCHOOL,0.7619048,Vidya Bharti Rajasthan Kshetra,Jodhpur,Nagaur,Nagaur,"Nagaur, Nagaur, India",73.7493272,27.1983368,1996.6363636363637
1997,Rajasthan,JAISALMER,ADARSH VIDHYA MANDIR SEC SCH_RAMGARH,"ADARSH VIDYA MANDIR BALIKA,BHAWANI POL, POKARAN",0.4893617,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jaisalmer,Pokaran,"Pokaran, Jaisalmer, India",71.9165463,26.9205411,2001.2727272727273
2005,Uttar Pradesh,BAREILLY,ADARSH VIDYA MANDIR,ADARSH VIDYA MANDIR BHARARA BAREILLY,0.5277778,Vidya Bharti Paschimi Uttar Pradesh,Braj,Bareilly,Bareilly,"Bareilly, Bareilly, India",79.4304381,28.3670355,1999.4444444444443
2015,Rajasthan,SIROHI,ADARSH_VIDYA_MANDIR_BHARJA,ADARSH VIDYA MANDIR BHARJA,0.8846154,Vidya Bharti Rajasthan Kshetra,Jodhpur,Sirohi,Bharja,"Bharja, Sirohi, India",72.8825627,24.5589516,2008.1
2015,Rajasthan,SIROHI,ADRASH VIDHYA MANDIR BHATANA,ADARSH VIDYA MANDIR BHATANA,0.9285714,Vidya Bharti Rajasthan Kshetra,Jodhpur,Sirohi,SIROHI,"SIROHI, Sirohi, India",72.8574558,24.8851548,2008.875
2014,Rajasthan,BHILWARA,VARSHA ACADEMY SCHOOL PATEL NAGAR BHILWARA,"ADARSH VIDYA MANDIR GIRLS SECONDARY SCHOOH, SHASTRI NAGAR, BHILWARA",0.5074627,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Bhilwara,Bhilwara,"Bhilwara, Bhilwara, India",74.63131829999999,25.3407388,1999
2003,Rajasthan,JAISALMER,ADRSH VIDHYA MANDIR SEC SCH RAMDEVRA,"ADARSH VIDYA MANDIR GIRLS, GANDHI COLONY, JETHWAI ROAD",0.4444444,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jaisalmer,Jaisalmer,"Jaisalmer, Jaisalmer, India",70.9083443,26.9157487,2002.6363636363637
1998,Rajasthan,JALOR,ADRASH VIDYA MANDIR GIRLS BHINMAL,"ADARSH VIDYA MANDIR GIRLS, SANCHORE",0.7142857,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jalore,Sanchore,"Sanchore, Jalore, India",71.7762183,24.7517368,1993.888888888889
2014,Rajasthan,BARMER,ADARSH VIDYA MANDIR SUNDAR NAGAR,"ADARSH VIDYA MANDIR HIGHER SECONDARY, MAJIBALA",0.6086957,Vidya Bharti Rajasthan Kshetra,Jodhpur,Barmer,Balotra,"Balotra, Barmer, India",72.24556989999999,25.8302463,1996.375
2015,Rajasthan,SIROHI,AADARSH VIDHYA MANDIR KAILASHNAGAR,ADARSH VIDYA MANDIR KAILSHNAGAR,0.9117647,Vidya Bharti Rajasthan Kshetra,Jodhpur,Sirohi,SIROHI,"SIROHI, Sirohi, India",72.8574558,24.8851548,2006.375
2012,Rajasthan,JAISALMER,PS_AADARSH VIDHYA MANDIR KHUIYALA,ADARSH VIDYA MANDIR KHUIYALA,0.8484848,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jaisalmer,KHUIYALA,"KHUIYALA, Jaisalmer, India",70.4259258,27.1465419,2005
1984,Rajasthan,ALWAR,ADARSH VIDYA MANDIR RAJGARH,ADARSH VIDYA MANDIR KISHORI,0.7777778,Vidya Bharti Rajasthan Kshetra,Jaipur,Alwar,Alwar,"Alwar, Alwar, India",76.6345735,27.5529907,1998.1666666666667
2015,Rajasthan,SIROHI,AADARSH VIDYA MANDIR SILDAR,ADARSH VIDYA MANDIR KIVARLI,0.7777778,Vidya Bharti Rajasthan Kshetra,Jodhpur,Sirohi,Aburoad,"Aburoad, Sirohi, India",72.7717775,24.4640731,2007.3333333333333
1997,Rajasthan,ALWAR,"ADARSH VIDYA MANDIR,KOTKASIM",ADARSH VIDYA MANDIR KOTKASIM,0.9642857,Vidya Bharti Rajasthan Kshetra,Jaipur,Alwar,Alwar,"Alwar, Alwar, India",76.6345735,27.5529907,2000.0555555555557
2001,Rajasthan,JODHPUR,ADARASH VIDHYA MANDIR  AAU,"ADARSH VIDYA MANDIR MADHAYMIK, AAU",0.6470588,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Aou,"Aou, Jodhpur, India",73.02430939999999,26.2389469,2002.75
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR MADHAYMIK, BALESAR",0.6315789,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Balear,"Balear, Jodhpur, India",72.4790696,26.3973914,1998.6923076923076
2000,Rajasthan,JODHPUR,ADARSH VIDHA MANDIR BAP,"ADARSH VIDYA MANDIR MADHAYMIK, BAP",0.6470588,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Bap,"Bap, Jodhpur, India",72.3488721,27.37193,2003.125
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR MADHAYMIK, BHOPALGARH",0.6097561,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,bhopalgrah,"bhopalgrah, Jodhpur, India",73.4916744,26.6441252,2000.4
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR MADHAYMIK, BILARA",0.7297297,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Bilara,"Bilara, Jodhpur, India",73.7057166,26.1803099,2002
2000,Rajasthan,JODHPUR,ADARSH VIDHYA MANDIR UPS KERU,"ADARSH VIDYA MANDIR MADHAYMIK, KERU",0.6857143,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Jodhpur,"Jodhpur, Jodhpur, India",73.02430939999999,26.2389469,2000.3
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR MADHAYMIK, MANAEE",0.6216216,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Jodhpur,"Jodhpur, Jodhpur, India",73.02430939999999,26.2389469,1997.5454545454545
2001,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SECONDARY MATHANIYA,"ADARSH VIDYA MANDIR MADHAYMIK, MATHANIYA",0.75,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Mathaniya,"Mathaniya, Jodhpur, India",72.97853529999999,26.5307629,1999.75
2010,Rajasthan,JODHPUR,"ADARSH VIDYA MANDIR, BAORI","ADARSH VIDYA MANDIR MADHAYMIK, PHALODI",0.6315789,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Phalodi,"Phalodi, Jodhpur, India",72.3589284,27.1312346,1997.5454545454545
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR MADHAYMIK, SHERGARH",0.5897436,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Shergrah,"Shergrah, Jodhpur, India",72.2926312,26.3253194,2000.6666666666667
2004,Rajasthan,PALI,ADARSH VIDHYA MANDIR MADHYAMIK  DESURI,ADARSH VIDYA MANDIR MADHYAMIK DESURI,0.9473684,Vidya Bharti Rajasthan Kshetra,Jodhpur,Pali,Desuri,"Desuri, Pali, India",73.5682467,25.2751581,2004.75
1988,Rajasthan,JHALAWAR,ADRASH VIDYA MANDIR SS MTHANA,"ADARSH VIDYA MANDIR MADHYAMIK VIDYALAYA, MANOHARTHANA",0.490566,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Jhalawar,Manoharthana,"Manoharthana, Jhalawar, India",76.80505649999999,24.2370253,1996.5714285714287
2006,Rajasthan,DAUSA,ADARSH VIDHYA MANDIR BHANDARI WARD N. 7,"ADARSH VIDYA MANDIR MADHYAMIK VIDYALAYA, SIKANDRA",0.5102041,Vidya Bharti Rajasthan Kshetra,Jaipur,Dausa,Sikandra,"Sikandra, Dausa, India",76.5783993,26.947572,1999.5882352941176
1997,Rajasthan,JAISALMER,ADARSH VIDHYA MANDIR S_RAMGARH,"ADARSH VIDYA MANDIR MADHYAMIK, JAISALMER",0.55,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jaisalmer,JAISALMER,"JAISALMER, Jaisalmer, India",70.9083443,26.9157487,2002.9
2000,Rajasthan,JODHPUR,ADARSH VIDHYA MANDIR UPS KERU,ADARSH VIDYA MANDIR MADHYMIK KERU,0.7272727,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Jodhpur,"Jodhpur, Jodhpur, India",73.02430939999999,26.2389469,2000.3
1992,Rajasthan,CHITTAURGARH,ADRESH VIDYA MANDIR BEGUN,"ADARSH VIDYA MANDIR MADHYMIK SCHOOL, BEGUN",0.547619,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Chittorgarh,Begun,"Begun, Chittorgarh, India",75.0114612,24.9867932,1997.6153846153845
2015,Rajasthan,SIROHI,ADARSH VIDHYA MANDIR NANDIA,ADARSH VIDYA MANDIR NANDIYA,0.9259259,Vidya Bharti Rajasthan Kshetra,Jodhpur,Sirohi,Pindwara,"Pindwara, Sirohi, India",73.0515196,24.7988839,2010.6666666666667
2015,Rajasthan,SIROHI,AADARSH VIDYA MANDIR SILDAR,ADARSH VIDYA MANDIR NIMBAJ,0.8148148,Vidya Bharti Rajasthan Kshetra,Jodhpur,Sirohi,Nimbaj,"Nimbaj, Sirohi, India",72.4450542,24.7309681,2006.3
2004,Rajasthan,JAISALMER,PS ADARSH VIDHYA MAINDIR_NOKH,ADARSH VIDYA MANDIR NOKH,0.7931034,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jaisalmer,NOKH,"NOKH, Jaisalmer, India",72.2126905,27.5755675,2002.4
2000,Rajasthan,HANUMANGARH,ADARSH VIDHYA MANDIR UPS KALAN,ADARSH VIDYA MANDIR PILIBANGA,0.7,Vidya Bharti Rajasthan Kshetra,Jodhpur,Hanumangarh,Pilibanga,"Pilibanga, Hanumangarh, India",74.0748022,29.4887958,1998.090909090909
2001,Rajasthan,JODHPUR,ADARASH VIDHYA MANDIR  AAU,"ADARSH VIDYA MANDIR PRATHMIK, AAU",0.6666667,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Aou,"Aou, Jodhpur, India",73.02430939999999,26.2389469,2001.2857142857142
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR PRATHMIK, BALESAR",0.6486486,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Balear,"Balear, Jodhpur, India",72.4790696,26.3973914,1998.6923076923076
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR PRATHMIK, BHOPALGARH",0.625,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,bhopalgrah,"bhopalgrah, Jodhpur, India",73.4916744,26.6441252,2002.4
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR PRATHMIK, BORUNDA",0.6216216,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Baurunda,"Baurunda, Jodhpur, India",72.9342451,26.1735211,1998.2
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR PRATHMIK, MANAEE",0.6388889,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Jodhpur,"Jodhpur, Jodhpur, India",73.02430939999999,26.2389469,1997.8333333333333
2001,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SECONDARY MATHANIYA,"ADARSH VIDYA MANDIR PRATHMIK, MATHANIYA",0.7692308,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Mathaniya,"Mathaniya, Jodhpur, India",72.97853529999999,26.5307629,1998.1875
2010,Rajasthan,JODHPUR,"ADARSH VIDYA MANDIR, BAORI","ADARSH VIDYA MANDIR PRATHMIK, PHALODI",0.6486486,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Phalodi,"Phalodi, Jodhpur, India",72.3589284,27.1312346,1997.5454545454545
2000,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR UPS PIPAR,"ADARSH VIDYA MANDIR PRATHMIK, PIPAR CITY",0.65,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Pipar City,"Pipar City, Jodhpur, India",73.52996399999999,26.3879908,1997.8333333333333
2003,Rajasthan,JODHPUR,ADARSH VIDYA MANDIR SS BILARA,"ADARSH VIDYA MANDIR PRATHMIK, TINWARI",0.6486486,Vidya Bharti Rajasthan Kshetra,Jodhpur,Jodhpur,Tiwari,"Tiwari, Jodhpur, India",72.8844316,26.552039,1997.5454545454545
1989,Rajasthan,KOTA,ADRASH VIDHYA MANDIR RGMADI,"ADARSH VIDYA MANDIR PRATMIK, RAMGANGMANDI",0.5853659,Vidya Bharti Rajasthan Kshetra,Chittorgarh,Kota,Ramgangmandi,"Ramgangmandi, Kota, India",75.94342089999999,24.6495542,1985.909090909091
