final_founding,STATE,DISTRICT_NAME,SCHOOL_NAME,vb_school,char_diff,kshetra,pranta,district,locality,loc2,lon,lat,avg_year
2004,Madhya Pradesh,SHAJAPUR,SARASWATI SHISHU MANDIR ICHIWADA,"SARSWATI SHISHU MANDIR, ECHIWADA",0.90625,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1997.5
1998,Madhya Pradesh,MANDSAUR,SARSWATI SHISHU MANDIR JHAWAL,"SARSWATI SHISHU MANDIR, ELCHI",0.7586207,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Elchi,"Elchi, Mandsaur, India",75.07863569999999,23.9239721,2001.1
1998,Madhya Pradesh,MANDSAUR,SARSWATI SHISHU MANDIR JHAWAL,"SARSWATI SHISHU MANDIR, ESHWARPUR",0.7575758,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Eshwarpur Mandsor,"Eshwarpur Mandsor, Mandsaur, India",75.0764023,24.0753989,2000.9583333333333
2009,Madhya Pradesh,KATNI,SARSWATI SHISHU MANDIR,"SARSWATI SHISHU MANDIR, ETORA",0.7586207,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2005.4411764705883
1998,Madhya Pradesh,MANDSAUR,SARSWATI SHISHU MANDIR JHAWAL,"SARSWATI SHISHU MANDIR, FATEHGHAD",0.7575758,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Fatehghad,"Fatehghad, Mandsaur, India",75.0976147,23.9795377,1999.7894736842106
1997,Madhya Pradesh,NEEMUCH,SARSVATI SHISHU MANDIR ALORI,"SARSWATI SHISHU MANDIR, FUSRIYA",0.7741935,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,1999.3076923076924
2008,Madhya Pradesh,CHHINDWARA,SARSWATI SHISHU MANDIR TANSRAMAL,"SARSWATI SHISHU MANDIR, GANESH CHOWK CHHINDWADA",0.5744681,Vidya Bharti Madhya Kshetra,Maha Koshal,Chhindwara,Chhindwada,"Chhindwada, Chhindwara, India",78.9381729,22.057437,2008
2010,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR BHAINSWAHI,"SARSWATI SHISHU MANDIR, GANIYARI",0.7647059,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2008
1998,Madhya Pradesh,NEEMUCH,SARSVATI SHISHU MANDIR GARVADA,"SARSWATI SHISHU MANDIR, GARWADA",0.9032258,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2000.608695652174
2002,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR CHARGAWAN,"SARSWATI SHISHU MANDIR, GERTALAI",0.7575758,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2001.2857142857142
1998,Madhya Pradesh,MANDSAUR,SARSWATI SHISHU MANDIR JHAWAL,"SARSWATI SHISHU MANDIR, GHASOI",0.8333333,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Ghasoi,"Ghasoi, Mandsaur, India",75.72479229999999,24.0656528,2002.7
2004,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR GURADIA BAR.,"SARSWATI SHISHU MANDIR, GHATTIYAKHURD",0.7297297,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,2002.75
2006,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR SEMALI,"SARSWATI SHISHU MANDIR, GHUNSI",0.8,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1996.1538461538462
1998,Madhya Pradesh,NEEMUCH,SARSVATI SHISHU MANDIR GARVADA,"SARSWATI SHISHU MANDIR, GIR DODA",0.8125,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2002.2083333333333
2000,Madhya Pradesh,SHAJAPUR,SARASWATI SHISHU MANDIR GODANA,"SARSWATI SHISHU MANDIR, GIRANA",0.8666667,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1995.2307692307693
2000,Madhya Pradesh,SHAJAPUR,SARASWATI SHISHU MANDIR GODANA,"SARSWATI SHISHU MANDIR, GODNA",0.9,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1999.5
1985,Madhya Pradesh,SHAJAPUR,SARASWATI SHISHU MANDIR MODI,"SARSWATI SHISHU MANDIR, GOPIPUR",0.7741935,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1996.5625
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, GOVARDHANPURA",0.7027027,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Garoth,"Garoth, Mandsaur, India",75.6499025,24.328077,2001.7142857142858
2011,Madhya Pradesh,KATNI,SARAWATI SHISHU MANDIR JUJAWAL,"SARSWATI SHISHU MANDIR, GUDAKALA",0.8125,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2004.888888888889
2009,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR BADKHERA,"SARSWATI SHISHU MANDIR, GUDEHA",0.78125,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2005.0555555555557
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, GUJARDA",0.78125,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Gujarda Mandsor,"Gujarda Mandsor, Mandsaur, India",74.9851678,24.0655619,2002.2727272727273
2002,Madhya Pradesh,AGAR MALWA,SARASWATI SHISHU MANDIR PARSUKHEDI,"SARSWATI SHISHU MANDIR, GUJARKHEDI",0.7941176,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,Nalkheda,"Nalkheda, Agar Malwa, India",76.00950279999999,23.7138069,2004.5833333333333
2011,Madhya Pradesh,CHHATARPUR,SARASWATI SHISHU MANDIR GUGWARA,"SARSWATI SHISHU MANDIR, GULGANJ",0.8064516,Vidya Bharti Madhya Kshetra,Maha Koshal,Chhatarpur,Gulganj,"Gulganj, Chhatarpur, India",79.3827127,24.707582,1996.25
2004,Madhya Pradesh,AGAR MALWA,SARSWATI SHISHU MANDIR GURADIA BAR.,"SARSWATI SHISHU MANDIR, GURADIYA BAROD",0.8947368,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,Baroda,"Baroda, Agar Malwa, India",76.0094637,23.7137337,2005.6
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, GURADIYASHA",0.7428571,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Guradiyasha Mandsor,"Guradiyasha Mandsor, Mandsaur, India",75.06622519999999,23.834949,2000.3
2015,Madhya Pradesh,MANDSAUR,SARSWATI SHISHU MANDIR OSRANA (1-5),"SARSWATI SHISHU MANDIR, GURADIYLAL MUHA",0.6666667,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Guradiyalal Muha Mandsor,"Guradiyalal Muha Mandsor, Mandsaur, India",75.0288028,23.9393261,2002
1998,Madhya Pradesh,MANDSAUR,SARSWATI SHISHU MANDIR JHAWAL,"SARSWATI SHISHU MANDIR, HAMIRGAR",0.78125,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Garoth,"Garoth, Mandsaur, India",75.6499025,24.328077,2002.6153846153845
2002,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR CHARGAWAN,"SARSWATI SHISHU MANDIR, HARAIYA",0.7878788,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2008.375
2001,Madhya Pradesh,AGAR MALWA,SARASWATI SHISHU MANDIR PATPADA,"SARSWATI SHISHU MANDIR, HARNAWDA",0.8125,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,Baroda,"Baroda, Agar Malwa, India",76.0094637,23.7137337,2005.3
2006,Madhya Pradesh,NEEMUCH,SARASWATI SHISHU MANDIR HARWAR,"SARSWATI SHISHU MANDIR, HARWAR",0.9333333,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2004.1
2005,Madhya Pradesh,MANDLA,"PRIVT. PS SARASWATI SHISHU MANDIR, BICHHUA(CLASS 1-5)","SARSWATI SHISHU MANDIR, HATAI",0.509434,Vidya Bharti Madhya Kshetra,Maha Koshal,Mandla,katni,"katni, Mandla, India",80.3703743,22.6056368,1995.3333333333333
2009,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR BADKHERA,"SARSWATI SHISHU MANDIR, HATHEDA",0.8125,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2002.9
1998,Madhya Pradesh,MANDSAUR,SARSVATI SHISHUMANDIR  PIPLIYA,"SARSWATI SHISHU MANDIR, HATUNIYA",0.75,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Hatuniya Mandsor,"Hatuniya Mandsor, Mandsaur, India",75.46291409999999,24.2664727,2002.5454545454545
2011,Madhya Pradesh,BALAGHAT,SARSVATI SHISHU MANDIR  KANKI,"SARSWATI SHISHU MANDIR, HIGH SCHOOL KIRNAPUR",0.5681818,Vidya Bharti Madhya Kshetra,Maha Koshal,Balaghat,Kirnapur,"Kirnapur, Balaghat, India",80.33384389999999,21.6239195,2001.1538461538462
2002,Madhya Pradesh,AGAR MALWA,SARASWATI SHISHU MANDIR PARSUKHEDI,"SARSWATI SHISHU MANDIR, HIRANKHEDI",0.8235294,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,Nalkheda,"Nalkheda, Agar Malwa, India",76.00950279999999,23.7138069,2004.4166666666667
1993,Madhya Pradesh,DATIA,SARASWATI GYAN MANDIR INDERGAR,"SARSWATI SHISHU MANDIR, INDERGARH DATIA",0.6153846,Vidya Bharti Madhya Kshetra,Madhya Bharat,Datia,Indergarh,"Indergarh, Datia, India",78.5634299,25.908355,2003.4166666666667
2010,Bihar,BUXAR,SARSWATI SHISHU MANDIR INDUSTRIAL AREA,"SARSWATI SHISHU MANDIR, INDUSTRIAL AREA, BUXAR",0.826087,Vidya Bharti Uttar Purav Kshetra,Dakshin Bihar,Buxar,buxar,"buxar, Buxar, India",83.9777482,25.5647103,2002.142857142857
1994,Madhya Pradesh,NEEMUCH,SARASVATI SHISHU MANDIR JAVI,"SARSWATI SHISHU MANDIR, JAAT",0.8214286,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2000.8333333333333
2011,Madhya Pradesh,KATNI,SARAWATI SHISHU MANDIR JUJAWAL,"SARSWATI SHISHU MANDIR, JAGUA",0.7666667,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2005.388888888889
1998,Madhya Pradesh,MANDSAUR,SARSVATI SHISHUMANDIR  PIPLIYA,"SARSWATI SHISHU MANDIR, JAMUNIYA",0.75,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Jamuniya,"Jamuniya, Mandsaur, India",75.23405029999999,23.9239995,2001.3157894736842
1997,Madhya Pradesh,NEEMUCH,SARSVATI SHISHU MANDIR ALORI,"SARSWATI SHISHU MANDIR, JEERAN",0.7666667,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2002.4615384615386
2002,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR CHARGAWAN,"SARSWATI SHISHU MANDIR, JHARELA",0.7878788,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2005
1998,Madhya Pradesh,MANDSAUR,SARSWATI SHISHU MANDIR JHAWAL,"SARSWATI SHISHU MANDIR, JIRKAN",0.8333333,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Jirka,"Jirka, Mandsaur, India",75.0679018,24.0734356,2001.1818181818182
1998,Madhya Pradesh,MANDSAUR,SARSWATI SHISHU MANDIR JHAWAL,"SARSWATI SHISHU MANDIR, JVASIYA",0.8064516,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Jvasiya,"Jvasiya, Mandsaur, India",75.0085399,23.9634556,2000.0555555555557
2015,Madhya Pradesh,MANDSAUR,SARSWATI SHISHU MANDIR OSRANA (1-5),"SARSWATI SHISHU MANDIR, KACHNARA, TITROD",0.65,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Kachnara Mandsor,"Kachnara Mandsor, Mandsaur, India",75.2601233,24.136267,2001.375
2006,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR KADMI,"SARSWATI SHISHU MANDIR, KADULA",0.8666667,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,2002
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, KAILASHPUR",0.7058824,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Garoth,"Garoth, Mandsaur, India",75.6499025,24.328077,2001.2
2015,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHAJURI RUNDA,"SARSWATI SHISHU MANDIR, KAJURI RUNDA",0.9189189,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Garoth,"Garoth, Mandsaur, India",75.6499025,24.328077,2004.3157894736842
2014,Madhya Pradesh,AGAR MALWA,SARSWATI SHISHU MANDIR BADIYA,"SARSWATI SHISHU MANDIR, KAKRIYA",0.8709677,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,Agar,"Agar, Agar Malwa, India",76.0094637,23.7137337,2006.9
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, KALAKOT",0.78125,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Kalakot,"Kalakot, Mandsaur, India",75.88171609999999,24.5761341,1999.5
2008,Madhya Pradesh,AGAR MALWA,SARASWATI SHISHU MANDIR KALYANPURA,"SARSWATI SHISHU MANDIR, KALYANPURA",0.9411765,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,"Soyat
Kalan","Soyat
Kalan, Agar Malwa, India",76.173009,24.1903403,2005.2
2009,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR BADKHERA,"SARSWATI SHISHU MANDIR, KANHWARA",0.78125,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2005.4285714285713
1998,Madhya Pradesh,NEEMUCH,SARSVATI SHISHU MANDIR GARVADA,"SARSWATI SHISHU MANDIR, KANKRIYA TALAI",0.6842105,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2003.6363636363637
2000,Madhya Pradesh,MANDSAUR,SARSVATI SHISHU MANDIR KACHNARA (NAHARGARH) (1-8),"SARSWATI SHISHU MANDIR, KANWALA, GRAM KANWALA THE. BHANPURA DIS. MANDSAUR GAROTH 458775",0.4252874,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Garoth,"Garoth, Mandsaur, India",75.6499025,24.328077,2004.1818181818182
2000,Madhya Pradesh,MANDSAUR,SARSVATI SHISHU MANDIR KACHNARA (NAHARGARH) (1-8),"SARSWATI SHISHU MANDIR, KANWALA, GRAM KANWALA, TEH. BHANPURA, DIS. MANDSAUR(M.P.) KANWALA 458775",0.3958333,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Kanwala,"Kanwala, Mandsaur, India",75.681899,24.5025374,2004
2009,Madhya Pradesh,KATNI,SARSWATI SHISHU MANDIR,"SARSWATI SHISHU MANDIR, KAOTI",0.7586207,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2004.5757575757575
1989,Madhya Pradesh,SHAJAPUR,SARASWATI SHISHU MANDIR KAPALIYA,"SARSWATI SHISHU MANDIR, KAPALIYA",0.9375,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1999.6818181818182
1998,Madhya Pradesh,NEEMUCH,SARSVATI SHISHU MANDIR GARVADA,"SARSWATI SHISHU MANDIR, KARADIYA MAHARAJ",0.65,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2002.888888888889
2006,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR KADMI,"SARSWATI SHISHU MANDIR, KAREDI MATAJI",0.7567568,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,2001.6470588235295
2006,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR KADMI,"SARSWATI SHISHU MANDIR, KARJU",0.862069,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Karju Mandsor,"Karju Mandsor, Mandsaur, India",74.9688855,23.89711,1998.1666666666667
2006,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR KADMI,"SARSWATI SHISHU MANDIR, KARJU",0.862069,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1998.1666666666667
2007,Madhya Pradesh,AGAR MALWA,SARSWATI SHISHU MANDIR DABADIYA,"SARSWATI SHISHU MANDIR, KARKDIYASOYAT",0.7567568,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,"Soyat
Kalan","Soyat
Kalan, Agar Malwa, India",76.173009,24.1903403,2004.25
1989,Madhya Pradesh,SEONI,SARASWATI SHISHU MANDIR KEOLAR,"SARSWATI SHISHU MANDIR, KEKDA",0.8333333,Vidya Bharti Madhya Kshetra,Maha Koshal,Seoni,Seoni,"Seoni, Seoni, India",79.5434841,22.0868691,1990.8461538461538
2010,Madhya Pradesh,NEEMUCH,SARSWATI SISHU MANDIR KELUKHEDA,"SARSWATI SHISHU MANDIR, KELUKHEDA",0.9393939,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2004.6666666666667
2014,Uttar Pradesh,BANDA,SARASWATI SHISHU MAND SHASTRI NGR,"SARSWATI SHISHU MANDIR, KENPATH BANDA",0.5945946,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Banda,Banda,"Banda, Banda, India",80.3395498,25.4762689,1997.357142857143
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, KENSODA",0.78125,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Kensoda,"Kensoda, Mandsaur, India",75.8404683,24.4412249,2001.5714285714287
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, KESODA",0.78125,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Garoth,"Garoth, Mandsaur, India",75.6499025,24.328077,2001.3809523809523
2005,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR KADIKHEDI,"SARSWATI SHISHU MANDIR, KEWADA KHEDI",0.8611111,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,2002.375
2009,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR BADKHERA,"SARSWATI SHISHU MANDIR, KEWARA KHUR",0.7142857,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2003.3
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, KHADAVADA",0.8787879,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Garoth,"Garoth, Mandsaur, India",75.6499025,24.328077,2001.8333333333333
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, KHADAWADA",0.9090909,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Khadawada,"Khadawada, Mandsaur, India",75.4927278,24.376781,2001.2
2015,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHAJURI RUNDA,"SARSWATI SHISHU MANDIR, KHAJURI RUNDA",0.9459459,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Khajuri Runda,"Khajuri Runda, Mandsaur, India",75.5917092,24.2759992,2006.5
2015,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHAJURI RUNDA,"SARSWATI SHISHU MANDIR, KHAJURIYA SARANG",0.775,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Khajuriya Sarang Mandsor,"Khajuriya Sarang Mandsor, Mandsaur, India",75.03190860000001,23.8264829,2006.6666666666667
2003,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR KHIRWA TOLA,"SARSWATI SHISHU MANDIR, KHAMARIYA BAKAL",0.7179487,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2004.5555555555557
1992,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR KHEDA,"SARSWATI SHISHU MANDIR, KHEDAWAD",0.875,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1992.076923076923
2007,Madhya Pradesh,AGAR MALWA,SARSWATI SHISHU MANDIR DABADIYA,"SARSWATI SHISHU MANDIR, KHERIYASOYAT",0.7222222,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,"Soyat
Kalan","Soyat
Kalan, Agar Malwa, India",76.173009,24.1903403,2003.8
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, KHERKHEDI",0.7575758,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Garoth,"Garoth, Mandsaur, India",75.6499025,24.328077,2004.8
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, KHETAKHEDA",0.7941176,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Khetakheda Mandsor,"Khetakheda Mandsor, Mandsaur, India",75.4636031,24.0893428,2004.8
1999,Madhya Pradesh,AGAR MALWA,SARASWATI SHISHU MANDIR SHYAMPURA,"SARSWATI SHISHU MANDIR, KHIMAPURA",0.8484848,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,"Soyat
Kalan","Soyat
Kalan, Agar Malwa, India",76.173009,24.1903403,2005.4166666666667
2003,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR KHIRWA TOLA,"SARSWATI SHISHU MANDIR, KHIRWA",0.8,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2005.888888888889
2003,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR KHIRWA TOLA,"SARSWATI SHISHU MANDIR, KHIRWA TOLA",0.9428571,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2004.1818181818182
1992,Madhya Pradesh,KATNI,SARASWTI SHISHU MANDIR KHITOULI,"SARSWATI SHISHU MANDIR, KHITOLI",0.8709677,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2003.857142857143
1997,Madhya Pradesh,NEEMUCH,SARSVATI SHISHU MANDIR ALORI,"SARSWATI SHISHU MANDIR, KHOR",0.8214286,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2003.3636363636363
2009,Madhya Pradesh,SHAJAPUR,SARASWATI SHISHU MANDIR UMRIYA DAYA,"SARSWATI SHISHU MANDIR, KHORIYA NAYTA",0.8108108,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1999.4
2003,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR BAGODA,"SARSWATI SHISHU MANDIR, KILODA",0.8666667,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,1999.4545454545455
2007,Madhya Pradesh,AGAR MALWA,SARSWATI SHISHU MANDIR DABADIYA,"SARSWATI SHISHU MANDIR, KOHADIYA",0.875,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,Nalkheda,"Nalkheda, Agar Malwa, India",76.00950279999999,23.7138069,2004.7
2006,Madhya Pradesh,SHAJAPUR,SARSWATI SHISHU MANDIR DHABLA CHHA,"SARSWATI SHISHU MANDIR, KOHDIYA KOSHALPUR",0.6829268,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Shajapur,"Shajapur, Shajapur, India",76.2729839,23.4272938,2002.3809523809523
2016,Madhya Pradesh,MANDSAUR,SARASWATI SHISHU MANDIR KHADAWDA,"SARSWATI SHISHU MANDIR, KUKDESHWARA",0.7428571,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Kukdeshwara,"Kukdeshwara, Mandsaur, India",75.6731734,24.4465117,2001.95
2002,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR CHARGAWAN,"SARSWATI SHISHU MANDIR, KUMHARWARA",0.7647059,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2008.375
2000,Madhya Pradesh,NEEMUCH,SARSVATI SHISHUMANDIR THAROD,"SARSWATI SHISHU MANDIR, KUNCH ROAD",0.7352941,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Neemuch,"Neemuch, Neemuch, India",74.8726497,24.4737663,2004.5454545454545
2002,Madhya Pradesh,MANDSAUR,SARSVATI SHISHUMANDIR BETI KHEDI,"SARSWATI SHISHU MANDIR, KUNTAL KHEDI",0.7777778,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Kuntal Khedi,"Kuntal Khedi, Mandsaur, India",75.7370536,24.4111826,2004.7142857142858
2002,Madhya Pradesh,MANDSAUR,SARSVATI SHISHUMANDIR BETI KHEDI,"SARSWATI SHISHU MANDIR, KUNTALKHEDI",0.7714286,Vidya Bharti Madhya Kshetra,Malwa,Mandsaur,Garoth,"Garoth, Mandsaur, India",75.6499025,24.328077,2003.923076923077
1991,Madhya Pradesh,SEONI,SARASWATI SHISHU MANDIR BAKHARI,"SARSWATI SHISHU MANDIR, KURAI",0.8064516,Vidya Bharti Madhya Kshetra,Maha Koshal,Seoni,Kurai,"Kurai, Seoni, India",79.5069436,21.8106608,1990.5
